Coin^^uri,nmo:hasFindspot^^uri,nmo:hasMaterial^^uri**Ma,nmo:hasMint^^uri**Mi,nmo:hasDenomination^^uri**De,nmo:hasMintMark,nmo:hasCountermark,nmo:hasWeight**We,nmo:hasMinDiameter**DMi,nmo:hasMaxDiameter**DMa,nmo:hasDie^^blank**Di,Di__nmo:hasAxis,nmo:hasObverse^^blank**Ob,nmo:hasReverse^^blank**Re,Ob__rdfs:comment,Re__rdfs:comment,Ob__nmo:hasWear**WF,Re__nmo:hasWear**WB,Ob__nmo:hasCorrosion**CF,Re__nmo:hasCorrosion**CB,Ob__nmo:hasLegend
afe:82,gaz:2044338,nm:billon,nm:arelate,nm:antoninianus,-/-//RT,Vs.: Kranz,3.01,20.9,21.49,1,11.0,1,1,"CAESAR AVG F DOMITIANVS, Kopf r.",CONSECRATIO.,3.0,5.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:83,gaz:2048655,nm:ae,nm:pella_macedon,nm:roman_medallion,S/F//I-TR,TIA_V,2.21,15.3,20.5,1,4.0,1,1,[  ]PFELAV[  ].,unkenntlich,5.0,5.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:84,gaz:2049929,nm:ae,nm:colonia_claudia_ara_agrippinensium,nm:antoninianus,R/F//?,SE (Wertz 168.2),6.72,15.1,20.9,1,5.0,1,1,drapierte Büste.,[  ]COSI?[  ].,0.0,0.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:85,gaz:2044353,nm:ar,nm:ostia,nm:antoninianus,B/-//-,SE (Wertz 168.2),10.2,24.1,22.8,1,7.0,1,1,Obv. in einem ^Klumpen^ eingebacken,"Vs. Kopf n. r. m. Lrbkr., AYT [...]KAIC NE? T?AIANOC CEB ?E?M. Rs. Zwei Lyren. [...] YPAT.B[...].",3.0,3.0,5.0,5.0,...CO - NS...
afe:86,gaz:2050022,nm:av,nm:lugdunum,nm:quarter-stater,-/-//LVG,SE (Wertz 168.2),24.25,16.3,21.55,1,8.0,1,1,Kopf n. r.,IMP CAESAR VESPASIANVS AVG K. r.COS V PON MAX Caduceus,5.0,2.0,1.0,4.0,...CO - NS...
afe:87,gaz:2315108,nm:ar,nm:tarraco,nm:semis,M/-//A[ ]I[  ]*,SE (Wertz 168.2),4.8,21.24,20.5,1,7.0,1,1,"Kopf n. r. [  ]VESP[  ] oberhalb des Kopfes, gegen den Uhrzeigersinn.",AVG PIV[S] PM TR P COS II.,3.0,4.0,3.0,5.0,...CO - NS...
afe:88,gaz:2044353,nm:av,nm:carthage,nm:quadrans,(? on A)/-/?SIS?,Vs.: Kranz,3.95,22.43,23.0,1,8.0,1,1,Kopf n. r. IMP CAES[  ]VES[  ] (unten rechts anfangend).,"TR POT COS II CONCOR, Concordia sitzend mit Patera und Doppelfüllhorn.",2.0,3.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:89,gaz:2117972,nm:av,nm:narbo,nm:dupondius,-/-//MT,TIA_V,3.02,22.8,20.5,1,8.0,1,1,AIITONI - NVS DIVS PPIPPXII III.,CONG AVG VIIII COS IIII.,4.0,5.0,2.0,4.0,...CO - NS...
afe:90,gaz:2769681,nm:av,nm:ostia,nm:semis,-/-//€SIS,Vs.: Kranz,3.32,21.4,21.0,1,7.0,1,1,IMPMIVL[  ] ?,"Minerva mit Helm, drapiert n. r., mit Wurfspieß und rundem Schild, zu den Füßen r. Eule, l. COS, r. IIII",2.0,4.0,3.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:91,gaz:2049900,nm:ae,nm:tarraco,nm:quinarius,-/-//(Halbkreis on Z on XXI),SE (Wertz 168.2),19.14,22.0,20.5,1,2.0,1,1,"Kopf r. belorbeert, Rev. in einem ^Klumpen^ eingebacken.",Legendenbruchstück ...IVS ... erkennbar,5.0,4.0,3.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:92,gaz:2044912,nm:billon,nm:arelate,nm:antoninianus,-/(C invers)//-,CAESAR,3.03,17.9,21.12,1,7.0,1,1,"HADRIANVS-AVGVSTVS. Büste n. l. m. Lrbrkr., Drapierung an l. Schulter.",(Rezent?) geritzt auf Vs. und Rs.,0.0,2.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:93,gaz:2044947,nm:billon,nm:mogontiacum,nm:quarter-stater,-/*//TRP,SE (Wertz 168.2),3.78,23.9,22.8,1,12.0,1,1,,,1.0,0.0,2.0,4.0,...CO - NS...
afe:94,gaz:2050030,nm:ae,nm:emerita,nm:miliarensis,ST?,?,3.27,17.3,22.05,1,8.0,1,1,Kopf n. r. [   ]NVS-AV[.  ].,[  ]COSI?[  ].,3.0,0.0,3.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:95,gaz:2133298,nm:ar,nm:nicomedia,nm:aureus,-/-//P,SE (Wertz 168.2),6.0,22.0,22.05,1,4.0,1,1,"HADRIANVS-AVGVSTVS. Büste n. l. m. Lrbrkr., Drapierung an l. Schulter.",AVCV OTAI,3.0,0.0,4.0,5.0,...CO - NS...
afe:96,gaz:2044318,nm:billon,nm:mogontiacum,nm:aureus,-/A//TES,Vs.: Kranz,8.1,28.0,21.13,1,12.0,1,1,[  ]-FAV[  ]. Kopf n. r.,[  ]AXIME[  ].,5.0,3.0,2.0,3.0,...CO - NS...
afe:97,gaz:2049858,nm:ae,nm:ticinum,nm:tetradrachm,S/F//CSIS*,?,3.56,16.3,20.5,1,6.0,1,1,(...) FEL AVG (...),st. weib. Figur n. l.,3.0,2.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:98,gaz:2426301,nm:billon,nm:emisa,nm:siliqua,S/F//RT,Vs.: Kranz,9.4,20.0,18.6,1,8.0,1,1,Büste der Faustina I. oder II. r.,"Reiter n. l., davor vierspeichiges Rad",2.0,1.0,5.0,5.0,...CO - NS...
afe:99,gaz:2315108,nm:ar,nm:emisa,nm:roman_medallion,-/-//II,Vs.: Kranz,21.04,20.0,21.49,1,6.0,1,1,IMPCAESDOMITAVG-GERMPMTRPVIII.,V.: [   ]RVS-P[   ].,4.0,3.0,3.0,2.0,...CO - NS...
afe:100,gaz:2133298,nm:av,nm:ravenna,nm:solidus,-/N//-,Vs.: Kranz,2.82,17.9,22.0,1,2.0,1,1,AVRELIVS CAESAR AVG P II [F].,"Minerva mit Helm, drapiert n. r., mit Wurfspieß und rundem Schild, zu den Füßen r. Eule, l. COS, r. IIII",4.0,2.0,4.0,1.0,...CO - NS...
afe:101,gaz:2052777,nm:ae,nm:antiocheia_syria,nm:siliqua,C/R//PLG,Vs.: Kranz,4.46,15.0,20.4,1,4.0,1,1,COMMANTNP [FEL AVG BRIT].,I [   ] IIII,4.0,3.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:102,gaz:2138050,nm:av,nm:commagene,nm:stater,-/-//LVG,TIA_V,1.78,18.7,20.9,1,1.0,1,1,,Kopf n. r. (m. Lrbkr.).,2.0,1.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:103,gaz:2049929,nm:av,nm:colonia_patricia,nm:ae3,R/F//?,TIA_V,3.84,16.0,21.59,1,6.0,1,1,DIVVS [ANTONINVS].,"PONTIF MAXIM, Vespasian sitzend n. r. mit Szepter r. und Zweig l.",2.0,3.0,4.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:104,gaz:2044318,nm:billon,nm:carthage,nm:ae2,L/D//COMOB,Vs.: Kranz,18.34,21.36,22.0,1,6.0,1,1,IMPMIVL[  ] ?,"Auf dem AV der Münze befindet sich eine weibliche Büste, es kann sich daher um eine Prägung für Faustina I., Faustina II., Lucilla oder Crispina handeln.",3.0,3.0,3.0,2.0,...CO - NS...
afe:105,gaz:2049929,nm:ar,nm:emerita,nm:semis,C/R//PLG,Vs.: Kranz,15.17,21.7,21.16,1,12.0,1,1,V.: [   ]RVS-P[   ].,CO[  ]I[ ]. Sitzende Gestalt n. l.,1.0,4.0,5.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:106,gaz:2049601,nm:billon,nm:tarraco,nm:quarter-stater,-/*//COMOB,TIA_V,3.12,21.13,19.0,1,11.0,1,1,IMP CAESAR VESPASIANVS AVG K. r.COS V PON MAX Caduceus,"stark abgenutzter Stempel, flaue Prägung.",0.0,3.0,2.0,2.0,...CO - NS...
afe:107,gaz:2050078,nm:ae,nm:mogontiacum,nm:stater,-/H//-,?,2.91,19.4,21.86,1,1.0,1,1,bärt. Kopf n. r. [.  ]P.,"Fecunditas, drapiert, steht nach links zwischen zwei Kindern, die sich nach oben strecken, und hält zwei Säuglinge in ihren Armen. UITIOAVA[ ]VF(spiegelverkehrt)IIOC(spiegelverkehrt)IIX.",3.0,3.0,1.0,1.0,...CO - NS...
afe:108,gaz:2050220,nm:av,nm:aquileia,nm:dupondius,(Gamma)/-//SMHA,TIA_V,1.14,15.1,21.31,1,11.0,1,1,IAVSTNA AVCVITA,Legendenbruchstück ...IVS ... erkennbar,1.0,5.0,3.0,5.0,...CO - NS...
afe:109,gaz:2049608,nm:ar,nm:treveri,nm:tetradrachm,S/F//I-TR,?,1.47,20.4,23.0,1,8.0,1,1,[ ]M[  ]NTON[   ].,weibliche Figur AETERNITAS,4.0,0.0,2.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:110,gaz:2049858,nm:ar,nm:cyzicus,nm:ae3,-/-//CON(dot dot),TIA_V,3.38,21.4,23.0,1,8.0,1,1,Kopf n. r. m. Lrbkr.,COS (V) DFSII,1.0,1.0,5.0,3.0,...CO - NS...
afe:111,gaz:2049858,nm:billon,nm:treveri,nm:ae2,S/F//ARLS,Vs.: Kranz,5.92,19.0,19.0,1,2.0,1,1,Kopf n. r. m. Strkr.,sitz. Gestalt n. l.,1.0,1.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:112,gaz:2049645,nm:ar,nm:berytus,nm:quarter-stater,-/-//L€,TIA_V,3.21,20.9,20.9,1,8.0,1,1,Büste der Faustina I. oder II. r.,"Minerva n. l. m. Blitz u. Speer, r. am Boden Schild. IMPXVCOSXIIIICENSPPP. vgl. RIC 37.",5.0,3.0,5.0,2.0,...CO - NS...
afe:113,gaz:2049603,nm:av,nm:viminacium,nm:ae1,-/-//CONS[ ],CAESAR,1.71,17.4,22.43,1,11.0,1,1,Kopf n. r. m. Lrbkr. AD(spiegelverkehrt)NIVONI-UDDOVII?(speigelverkehrt)D(spiegelverkehrt).,steh. weibl. Gestalt n. r. m. Füllhorn.,1.0,2.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:114,gaz:2050078,nm:ar,nm:treveri,nm:ae1,-/-//MKV,?,1.74,17.4,23.0,1,5.0,1,1,Vs. drap. Büste n. r. Pseudobuchstaben.,IMP CAESAR VESPASIANVS AVG K. r.COS V PON MAX Caduceus,4.0,3.0,5.0,5.0,...CO - NS...
afe:115,gaz:2050236,nm:ae,nm:pella_macedon,nm:miliarensis,R/M/COMOB,SE (Wertz 168.2),6.78,28.6,16.0,1,5.0,1,1,"[ ]TRAIAN[ ]. Büste n. l. m. Lrbkr.,  Drapierung an d. l. Schulter.",steh. weibl. Gestalt m. erhob. R. u. Zepter.,4.0,5.0,1.0,3.0,...CO - NS...
afe:116,gaz:2049750,nm:ar,nm:carthage,nm:aureus,-/*//CONOB,SE (Wertz 168.2),2.65,28.84,21.73,1,1.0,1,1,mit Ägis.,sitz. Gestalt n. l.,2.0,3.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:117,gaz:2315108,nm:billon,nm:pella_macedon,nm:sestertius,S/F//I-TR,CAESAR,12.45,21.36,14.0,1,11.0,1,1,Büste n. r. mit Strkr.,"Vs. Kopf n. r. m. Lrbkr., AYT [...]KAIC NE? T?AIANOC CEB ?E?M. Rs. Zwei Lyren. [...] YPAT.B[...].",5.0,2.0,5.0,4.0,...CO - NS...
afe:118,gaz:2049645,nm:ar,nm:caesaraugusta,nm:tetradrachm,-/-//MT,Vs.: Kranz,2.5,21.16,19.0,1,11.0,1,1,V.: [   ]RVS-P[   ].,[  ]AXIME[  ].,4.0,4.0,4.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:119,gaz:2044332,nm:billon,nm:nicomedia,nm:roman_medallion,-/(・?)//,?,14.59,17.7,21.24,1,8.0,1,1,Kopf n. r. [   ]NVS-AV[.  ].,[  ]VGIIIIIIΛ.,1.0,1.0,1.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:120,gaz:2050007,nm:ar,nm:laodiceia_ad_mare,nm:semis,-/-//€SIS,Vs.: Kranz,2.95,23.0,35.0,1,8.0,1,1,[M] ANTONINVS AVG TR P XXIII.,Variante = Ornament unter dem Eber auf der Rs.,2.0,2.0,5.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:121,gaz:2044319,nm:av,nm:sirmium,nm:follis,[ ]SIRM,?,14.57,16.2,22.43,1,5.0,1,1,Punzen,Fides n. l. zwischen zwei Feldzeichen| P M TR P XVIII COS IIII P P,5.0,5.0,2.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:122,gaz:2049721,nm:av,nm:lugdunum,nm:drachma,__IV,Vs.: Kranz,13.45,29.1,22.43,1,5.0,1,1,DIVA IIVSTIII,[C]O[S] IIII.,5.0,1.0,2.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:123,gaz:2049601,nm:av,nm:nicomedia,nm:aureus,-/-//XII,TIA_V,7.63,18.2,20.9,1,12.0,1,1,[IMP CAE]SAR TRAIAN [HADRIANVS AVG].,Mars n. l. mit Speer,1.0,1.0,2.0,5.0,...CO - NS...
afe:124,gaz:2052804,nm:ar,nm:commagene,nm:as,-/-//(Gamma)SIS,CAESAR,2.1,1.6,22.11,1,5.0,1,1,ANTONINVS-AVGPIVSPP,steh. Gestalt n. l. m. Füllhorn. AV[. ].,2.0,2.0,5.0,5.0,...CO - NS...
afe:125,gaz:2044332,nm:av,nm:berytus,nm:ae3,F/T//PTR,TIA_V,8.1,24.6,22.11,1,4.0,1,1,Kopf n. r. m. Strkr.,AVG PIV[S] PM TR P COS II.,5.0,3.0,4.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:126,gaz:2138050,nm:billon,nm:treveri,nm:ae3,L/D//COMOB,SE (Wertz 168.2),1.81,22.0,21.0,1,7.0,1,1,[IMP CAE]SAR TRAIAN [HADRIANVS AVG].,CONSECRATIO.,0.0,4.0,5.0,2.0,...CO - NS...
afe:127,gaz:2050243,nm:ar,nm:colonia_claudia_ara_agrippinensium,nm:quarter-stater,S/F//RT,?,3.23,30.8,35.0,1,12.0,1,1,Kopf n. r. m. Strkr.,COS (V) DFSII,0.0,4.0,2.0,4.0,...CO - NS...
afe:128,gaz:2048660,nm:ar,nm:antiocheia_syria,nm:tetradrachm,T/F//PLN,CAESAR,2.53,17.2,21.4,1,5.0,1,1,TR POT VIIII,steh. Gestalt n. l. [  ]ASAVO(C?).,5.0,0.0,4.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:129,gaz:2050232,nm:ar,nm:heracleia_thracica,nm:ae1,-/A//-,Vs.: Kranz,24.25,28.1,22.43,1,4.0,1,1,Kopf n. l. m. Lrbkr. IMDTRAIA[.  ]AVGGERDACPMTR.,PVD[ICITIA].,1.0,3.0,3.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:130,gaz:2044338,nm:av,nm:berytus,nm:ae3,-/-//(Halbkreis on Z on XXI),Vs.: Kranz,6.65,18.6,21.8,1,4.0,1,1,IMP TRAIANO AVG GER DAC P M TR P COS V P P,weibl. Figur mit Füllhorn,0.0,5.0,2.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:131,gaz:2044947,nm:ae,nm:tripolis_phoenicia,nm:double-sestertius,SMN(Gamma),SE (Wertz 168.2),1.82,20.9,21.25,1,7.0,1,1,Vs: behlmte Büste n. r. CONSTAN-TIN[   ]SMIIXA[ ]. Rs: Zwei Viktorien halten Schild über Altar. VIVTORI[   ]. Im Schilde ?OT/P?-,"Minerva n. l. m. Blitz u. Speer, r. am Boden Schild. IMPXVCOSXIIIICENSPPP. vgl. RIC 37.",2.0,4.0,4.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:132,gaz:2138050,nm:ae,nm:carthage,nm:quarter-stater,L/Delta//-,?,2.7,24.1,28.0,1,5.0,1,1,leicht aufgeplatzte Oberfläche,"Fecunditas, drapiert, steht nach links zwischen zwei Kindern, die sich nach oben strecken, und hält zwei Säuglinge in ihren Armen. UITIOAVA[ ]VF(spiegelverkehrt)IIOC(spiegelverkehrt)IIX.",3.0,0.0,1.0,5.0,...CO - NS...
afe:133,gaz:2048880,nm:billon,nm:sirmium,nm:semis,-/-//Z,?,2.01,18.7,21.24,1,8.0,1,1,mit Ägis.,CONSECRATIO.,2.0,1.0,3.0,5.0,...CO - NS...
afe:134,gaz:2044667,nm:ae,nm:colonia_claudia_ara_agrippinensium,nm:as,-/-//(M on TRP),?,24.29,14.7,21.16,1,6.0,1,1,AVRELIVS CAESAR AVG P II [F].,einfaches Füllhorn.,3.0,0.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:135,gaz:2044496,nm:billon,nm:colonia_claudia_ara_agrippinensium,nm:roman_medallion,(Gamma)/-//-,CAESAR,2.9,20.5,21.73,1,1.0,1,1,in einem ^Klumpen^ eingebacken.,"Auf dem AV der Münze befindet sich eine weibliche Büste, es kann sich daher um eine Prägung für Faustina I., Faustina II., Lucilla oder Crispina handeln.",3.0,1.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:136,gaz:2044750,nm:av,nm:caesaraugusta,nm:semis,*/-//COMOB,CAESAR,1.42,22.11,22.43,1,4.0,1,1,[   ]ON III VSAVC FIVSPPTIIOY,FORTVN NHDV X,0.0,2.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:137,gaz:2045009,nm:av,nm:ostia,nm:drachma,-/-//MKV,Vs.: Kranz,2.98,29.1,21.12,1,7.0,1,1,etwa VN ZENO REN PAVFC,CONG AVG VIIII COS IIII.,0.0,5.0,1.0,5.0,...CO - NS...
afe:138,gaz:2049721,nm:av,nm:alexandreia_egypt,nm:quadrans,-/-//SMNA,Vs.: Kranz,2.55,17.6,22.05,1,2.0,1,1,Kopf n. r.,P M TR P XIII] IMP VIII COS V P [P].,5.0,0.0,2.0,3.0,...CO - NS...
afe:139,gaz:2049906,nm:billon,nm:antiocheia_syria,nm:double-sestertius,-/-//ANT(Delta)*,Vs.: Kranz,4.48,15.3,28.0,1,8.0,1,1,FAVSTINAI AVCVIIID,Altar?,1.0,2.0,2.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:140,gaz:2049594,nm:av,nm:constantinople,nm:semis,-/-//PLG,TIA_V,7.16,18.5,21.36,1,11.0,1,1,DIVA FAVSTINA PIA.,weibliche Figur AETERNITAS,5.0,3.0,3.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:141,gaz:2049750,nm:ar,nm:tarraco,nm:dupondius,L/D//COMOB,TIA_V,1.64,22.11,22.8,1,8.0,1,1,AVRELIVS CAESAR [AVG PII F COS].,weibl. Gestalt steht n. l. am Altar m. erhob. l. Arm.,5.0,2.0,4.0,2.0,...CO - NS...
afe:142,gaz:2052742,nm:av,nm:tripolis_phoenicia,nm:siliqua,-/-//H,CAESAR,14.4,21.16,20.4,1,12.0,1,1,Kopf n. r.,"Fecunditas, drapiert, steht nach links zwischen zwei Kindern, die sich nach oben strecken, und hält zwei Säuglinge in ihren Armen. UITIOAVA[ ]VF(spiegelverkehrt)IIOC(spiegelverkehrt)IIX.",1.0,2.0,4.0,4.0,...CO - NS...
afe:143,gaz:2044751,nm:av,nm:berytus,nm:quinarius,-/-//PARL,SE (Wertz 168.2),9.69,16.2,14.0,1,11.0,1,1,Büste n. r. [. ]VAFAV[.  ],"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",4.0,3.0,3.0,2.0,...CO - NS...
afe:144,gaz:2049929,nm:ar,nm:thessalonica,nm:aureus,-/-//ST,CAESAR,1.69,11.0,20.0,1,12.0,1,1,NERO CAESAR AVGVSTVS K. r.SALVS sitzt n. l.,"sitzende weibliche Figur, l. Füllhorn, Umschrift ... COS II.",3.0,4.0,5.0,2.0,...CO - NS...
afe:145,gaz:2044281,nm:ae,nm:emisa,nm:stater,-/-//(Halbkreis on Z on XXI),TIA_V,20.2,28.84,20.89,1,1.0,1,1,IMP CAESAR TRAIANVS HADRIANVS AVG,VICTORI-A AVGGGZ,3.0,1.0,4.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:146,gaz:2050220,nm:billon,nm:mediolanum,nm:quadrans,-/(C invers)//-,?,4.69,21.59,22.0,1,8.0,1,1,"Auf dem AV der Münze befindet sich eine weibliche Büste, es kann sich daher um eine Prägung für Faustina I., Faustina II., Lucilla oder Crispina handeln.",Stern mit acht Strahlen| CAEVS JVLIVS,0.0,2.0,5.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:147,gaz:2049929,nm:ar,nm:pella_macedon,nm:antoninianus,-/-//CONS[ ],?,4.0,20.9,21.73,1,7.0,1,1,bärt. Kopf n. r. m. Strkr.,st. weib. Figur n. l.,1.0,1.0,1.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:148,gaz:2050236,nm:av,nm:sirmium,nm:drachma,-/-//T,Vs.: Kranz,22.39,1.6,21.25,1,2.0,1,1,IMP CAESAR TRAIANVS HADRIANVS AVG,TR P VII IMP IIII COS III,2.0,1.0,1.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:149,gaz:2049601,nm:billon,nm:treveri,nm:denarius,-/-//(gamma)SIS,CAESAR,4.4,17.5,20.89,1,4.0,1,1,[M] ANTONINVS AVG TR P XXIII.,Punkt über Lilie.,0.0,3.0,4.0,3.0,...CO - NS...
afe:150,gaz:2044782,nm:ar,nm:londinium,nm:quarter-stater,-/VI//-,Vs.: Kranz,1.01,16.9,18.3,1,8.0,1,1,[  ]-FAV[  ]. Kopf n. r.,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",4.0,5.0,1.0,5.0,...CO - NS...
afe:151,gaz:2048655,nm:av,nm:colonia_patricia,nm:antoninianus,-/-//(* on XXI),Vs.: Kranz,9.4,16.3,21.12,1,11.0,1,1,"T CAES IMP VESP CENS, Kopf des Titus r.",sitz. Gestalt n. l. [    ]CO[SV...].,4.0,0.0,2.0,4.0,...CO - NS...
afe:152,gaz:2049608,nm:ae,nm:colonia_claudia_ara_agrippinensium,nm:sestertius,-/-//X,CAESAR,4.346,28.1,22.05,1,4.0,1,1,Drapierung an linker Schulter.,Vs. und Rs. zeigen Kopf.,5.0,3.0,5.0,5.0,...CO - NS...
afe:153,gaz:2133298,nm:ae,nm:treveri,nm:drachma,-/-//?,CAESAR,17.7,18.8,21.49,1,7.0,1,1,IMP TRAIANO AVG GER DAC P M TR P COS V P P,Bruchstück der Rev.(?)-Legende: ... SPMT ...,1.0,4.0,1.0,4.0,...CO - NS...
afe:154,gaz:2044750,nm:billon,nm:lugdunum,nm:follis,-/-//TRS,?,18.23,20.9,23.0,1,11.0,1,1,IMP T AEL CAES [HADR ANTONINVS].,Vs: behlmte Büste n. r. CONSTAN-TIN[   ]SMIIXA[ ]. Rs: Zwei Viktorien halten Schild über Altar. VIVTORI[   ]. Im Schilde ?OT/P?-,5.0,2.0,2.0,3.0,...CO - NS...
afe:155,gaz:2049721,nm:ar,nm:viminacium,nm:semis,-/-//Delta,TIA_V,4.04,18.3,22.8,1,12.0,1,1,drap.Büste m. Krbkr. n. r. AVOVSO-IVSVIIVO.,"COS V PP SPQR OPTIMO PRINC, Minerva sitzend",3.0,0.0,4.0,2.0,...CO - NS...
afe:156,gaz:2044496,nm:ae,nm:colonia_patricia,nm:antoninianus,L/D//COMOB,TIA_V,1.08,22.8,16.0,1,2.0,1,1,DIVA FAVSTINA PIA.,C[ERES].,1.0,2.0,3.0,3.0,...CO - NS...
afe:157,gaz:2044496,nm:av,nm:ostia,nm:stater,-/-//R(Zeichen)(Gamma),TIA_V,1.48,22.1,21.73,1,2.0,1,1,DNVALENS-[   ].,RS: OP [   ]| weibl. F. sitzend n. r.,4.0,0.0,3.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:158,gaz:2045009,nm:billon,nm:mogontiacum,nm:antoninianus,-/-//XII,SE (Wertz 168.2),9.4,21.55,21.59,1,7.0,1,1,DIVA IIVSTIII,(Rezent?) geritzt auf Vs. und Rs.,4.0,1.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:159,gaz:2049601,nm:ar,nm:ravenna,nm:drachma,-/-//Delta,Vs.: Kranz,0.27,17.5,18.3,1,5.0,1,1,IMP TRAIANO AVG GER DAC P M TR P COS V P P,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",1.0,3.0,3.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:160,gaz:2044782,nm:av,nm:siscia,nm:ae1,H/-//-,CAESAR,17.04,17.4,21.73,1,1.0,1,1,[  ]-FAV[  ]. Kopf n. r.,IMP CAESAR VESPASIANVS AVG K. r.COS V PON MAX Caduceus,5.0,1.0,2.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:161,gaz:2052777,nm:av,nm:caesaraugusta,nm:quinarius,-/-//PCON,CAESAR,1.44,17.3,21.91,1,7.0,1,1,m. Ägis.,I [   ] IIII,5.0,2.0,5.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
